season,week,franchise_id,player_id,contractInfo,salary,status,contractYear
2019,21,0009,14204,2019 UFA,0.6,ROSTER,3
2019,21,0009,9833,2018 UFA,13.2,ROSTER,1
2019,21,0009,12637,2018 UFA,1.32,ROSTER,1
2019,21,0009,13286,2019 UFA,0.6,ROSTER,2
2019,21,0009,14257,2019 UFA,0.6,ROSTER,3
2019,21,0009,14292,2019 UFA,0.6,ROSTER,3
2019,21,0009,14228,2019 UFA,0.6,ROSTER,3
2019,21,0009,13746,2019 UFA,0.6,ROSTER,2
2019,21,0009,13347,2019 UFA,0.6,ROSTER,2
2019,21,0009,12142,2018 UFA,0.66,ROSTER,1
2019,21,0009,13802,2019 UFA,0.6,ROSTER,2
2019,21,0009,14205,2019 UFA,0.6,ROSTER,3
2019,21,0009,13776,2019 UFA,0.6,ROSTER,1
2019,21,0009,11816,2019 UFA,6.0,INJURED_RESERVE,2
2019,21,0009,14088,2019 UFA,0.6,INJURED_RESERVE,3
2019,21,0009,12748,2019 UFA,1.3,INJURED_RESERVE,3
2019,21,0009,14336,2019 UFA,0.6,INJURED_RESERVE,3
2019,21,0009,14303,2019 UFA,0.6,INJURED_RESERVE,3
2019,21,0009,14251,2019 UFA,0.6,INJURED_RESERVE,3
2019,21,0009,11761,2019 UFA,1.2,INJURED_RESERVE,2
2019,21,0009,12646,2019 UFA,0.6,INJURED_RESERVE,2
2019,21,0009,11705,2019 ERFA,0.73,INJURED_RESERVE,1
2019,21,0009,13271,2019 UFA,0.6,INJURED_RESERVE,2
2019,21,0009,14166,2019 UFA,0.6,INJURED_RESERVE,3
2019,21,0009,13735,2019 UFA,0.6,INJURED_RESERVE,2
2019,21,0009,12232,2019 UFA,0.6,INJURED_RESERVE,2
